Basin,Date,Latitude,Longitude,Number of Records,Pressure (mb),Storm Name,Wind speed (kt)
West Pacific,9/22/2012 6:00:00 AM,11.7,129.8,1,990,JELAWAT,50
West Pacific,9/22/2012 12:00:00 PM,11.7,129.6,1,980,JELAWAT,55
West Pacific,9/22/2012 6:00:00 PM,11.7,129.3,1,975,JELAWAT,60
West Pacific,9/23/2012 12:00:00 AM,11.8,128.9,1,965,JELAWAT,70
West Pacific,9/23/2012 6:00:00 AM,15.6,140.5,1,1004,EWINIAR,0
West Pacific,9/23/2012 6:00:00 AM,12.1,128.9,1,940,JELAWAT,85
West Pacific,9/23/2012 12:00:00 PM,16.7,140.3,1,1004,EWINIAR,0
West Pacific,9/23/2012 12:00:00 PM,12.7,128.7,1,925,JELAWAT,100
West Pacific,9/23/2012 6:00:00 PM,17.6,139.8,1,1004,EWINIAR,0
West Pacific,9/23/2012 6:00:00 PM,13,128.6,1,925,JELAWAT,100
West Pacific,9/24/2012 12:00:00 AM,18.5,139.1,1,1004,EWINIAR,0
West Pacific,9/24/2012 12:00:00 AM,13.6,128.5,1,925,JELAWAT,100
West Pacific,9/24/2012 6:00:00 AM,19.4,138.8,1,1004,EWINIAR,0
West Pacific,9/24/2012 6:00:00 AM,14.2,128.2,1,925,JELAWAT,100
West Pacific,9/24/2012 12:00:00 PM,20.3,138.5,1,1000,EWINIAR,35
West Pacific,9/24/2012 12:00:00 PM,14.6,128.1,1,910,JELAWAT,105
West Pacific,9/24/2012 6:00:00 PM,21.2,138.4,1,998,EWINIAR,35
West Pacific,9/24/2012 6:00:00 PM,15.2,127.9,1,905,JELAWAT,110
West Pacific,9/25/2012 12:00:00 AM,21.9,138.4,1,996,EWINIAR,40
West Pacific,9/25/2012 12:00:00 AM,15.7,127.8,1,905,JELAWAT,110
West Pacific,9/25/2012 6:00:00 AM,22.7,138.5,1,996,EWINIAR,40
West Pacific,9/25/2012 6:00:00 AM,16.4,127.5,1,905,JELAWAT,110
West Pacific,9/25/2012 12:00:00 PM,23.1,139,1,994,EWINIAR,40
West Pacific,9/25/2012 12:00:00 PM,16.8,127.1,1,905,JELAWAT,110
West Pacific,9/25/2012 6:00:00 PM,24.3,140.5,1,990,EWINIAR,45
West Pacific,9/25/2012 6:00:00 PM,17.1,126.8,1,905,JELAWAT,110
West Pacific,9/26/2012 12:00:00 AM,25.3,141.3,1,990,EWINIAR,45
West Pacific,9/26/2012 12:00:00 AM,17.4,126.5,1,905,JELAWAT,110
West Pacific,9/26/2012 3:00:00 AM,25.7,141.4,1,990,EWINIAR,45
West Pacific,9/26/2012 6:00:00 AM,26.3,142.4,1,985,EWINIAR,50
West Pacific,9/26/2012 6:00:00 AM,18,126.1,1,905,JELAWAT,110
West Pacific,9/26/2012 9:00:00 AM,27.1,142.6,1,985,EWINIAR,50
West Pacific,9/26/2012 12:00:00 PM,28.1,142.6,1,985,EWINIAR,50
West Pacific,9/26/2012 12:00:00 PM,18.4,125.9,1,905,JELAWAT,110
West Pacific,9/26/2012 6:00:00 PM,29.1,142.5,1,985,EWINIAR,50
West Pacific,9/26/2012 6:00:00 PM,19.1,125.4,1,915,JELAWAT,105
West Pacific,9/27/2012 12:00:00 AM,30.4,142.2,1,985,EWINIAR,50
West Pacific,9/27/2012 12:00:00 AM,19.6,124.8,1,920,JELAWAT,100
West Pacific,9/27/2012 6:00:00 AM,31.2,142.1,1,985,EWINIAR,50
West Pacific,9/27/2012 6:00:00 AM,20.2,124.4,1,920,JELAWAT,100
West Pacific,9/27/2012 12:00:00 PM,31.6,141.6,1,985,EWINIAR,50
West Pacific,9/27/2012 12:00:00 PM,20.9,124.1,1,920,JELAWAT,100
West Pacific,9/27/2012 6:00:00 PM,31.4,141.7,1,985,EWINIAR,50
West Pacific,9/27/2012 6:00:00 PM,21.6,123.9,1,920,JELAWAT,100
West Pacific,9/27/2012 9:00:00 PM,22,124,1,920,JELAWAT,100
West Pacific,9/28/2012 12:00:00 AM,31.5,142.4,1,985,EWINIAR,50
West Pacific,9/28/2012 12:00:00 AM,22.4,124.1,1,920,JELAWAT,100
West Pacific,9/28/2012 3:00:00 AM,22.9,124.2,1,920,JELAWAT,100
West Pacific,9/28/2012 6:00:00 AM,31.9,143.1,1,985,EWINIAR,50
West Pacific,9/28/2012 6:00:00 AM,23.4,124.4,1,925,JELAWAT,95
West Pacific,9/28/2012 9:00:00 AM,23.9,124.8,1,925,JELAWAT,95
West Pacific,9/28/2012 12:00:00 PM,32.6,144.2,1,985,EWINIAR,50
West Pacific,9/28/2012 12:00:00 PM,24.2,125.1,1,925,JELAWAT,90
West Pacific,9/28/2012 3:00:00 PM,24.6,125.6,1,925,JELAWAT,90
West Pacific,9/28/2012 6:00:00 PM,33.5,145,1,985,EWINIAR,50
West Pacific,9/28/2012 6:00:00 PM,25,126,1,930,JELAWAT,90
West Pacific,9/28/2012 9:00:00 PM,25.5,126.6,1,930,JELAWAT,90
West Pacific,9/29/2012 12:00:00 AM,34.5,145.8,1,992,EWINIAR,45
West Pacific,9/29/2012 12:00:00 AM,13,112.4,1,1008,GAEMI,0
West Pacific,9/29/2012 12:00:00 AM,26,127.2,1,930,JELAWAT,90
West Pacific,9/29/2012 3:00:00 AM,26.6,127.7,1,935,JELAWAT,90
West Pacific,9/29/2012 6:00:00 AM,36.5,147.3,1,992,EWINIAR,45
West Pacific,9/29/2012 6:00:00 AM,13.3,112.7,1,1006,GAEMI,0
West Pacific,9/29/2012 6:00:00 AM,26.9,128.5,1,935,JELAWAT,90
West Pacific,9/29/2012 9:00:00 AM,27.5,129.4,1,935,JELAWAT,90
West Pacific,9/29/2012 12:00:00 PM,37.8,149.1,1,994,EWINIAR,45
West Pacific,9/29/2012 12:00:00 PM,13.5,113.1,1,1006,GAEMI,0
West Pacific,9/29/2012 12:00:00 PM,27.9,130.3,1,940,JELAWAT,90
West Pacific,9/29/2012 12:00:00 PM,12.8,151,1,1006,MALIKSI,0
West Pacific,9/29/2012 3:00:00 PM,28.6,131.2,1,940,JELAWAT,85
West Pacific,9/29/2012 6:00:00 PM,39.2,151.1,1,996,EWINIAR,40
West Pacific,9/29/2012 6:00:00 PM,13.8,113.3,1,1006,GAEMI,0
West Pacific,9/29/2012 6:00:00 PM,29.3,132.4,1,945,JELAWAT,85
West Pacific,9/29/2012 6:00:00 PM,13.5,150.6,1,1004,MALIKSI,0
West Pacific,9/29/2012 9:00:00 PM,30.2,133.5,1,945,JELAWAT,85
West Pacific,9/30/2012 12:00:00 AM,40.8,154.1,1,1000,EWINIAR,0
West Pacific,9/30/2012 12:00:00 AM,14.2,113.5,1,1008,GAEMI,0
West Pacific,9/30/2012 12:00:00 AM,31.5,134.2,1,950,JELAWAT,80
West Pacific,9/30/2012 12:00:00 AM,13.9,150,1,1004,MALIKSI,0
West Pacific,9/30/2012 3:00:00 AM,32.5,134.7,1,950,JELAWAT,80
West Pacific,9/30/2012 6:00:00 AM,41.5,158.2,1,1004,EWINIAR,0
West Pacific,9/30/2012 6:00:00 AM,14.8,113.5,1,1006,GAEMI,0
West Pacific,9/30/2012 6:00:00 AM,33.5,135.7,1,965,JELAWAT,70
West Pacific,9/30/2012 6:00:00 AM,14.3,149.6,1,1002,MALIKSI,0
West Pacific,9/30/2012 8:00:00 AM,34.1,136.6,1,965,JELAWAT,70
West Pacific,9/30/2012 9:00:00 AM,34.4,137,1,970,JELAWAT,70
West Pacific,9/30/2012 10:00:00 AM,34.8,137.4,1,975,JELAWAT,70
West Pacific,9/30/2012 12:00:00 PM,42.3,162,1,1002,EWINIAR,0
West Pacific,9/30/2012 12:00:00 PM,15.3,113.5,1,1006,GAEMI,0
West Pacific,9/30/2012 12:00:00 PM,35.7,138.3,1,980,JELAWAT,65
West Pacific,9/30/2012 12:00:00 PM,16,148.9,1,1002,MALIKSI,0
West Pacific,9/30/2012 3:00:00 PM,37,139.5,1,980,JELAWAT,65
West Pacific,9/30/2012 6:00:00 PM,43,167.2,1,1002,EWINIAR,0
West Pacific,9/30/2012 6:00:00 PM,15.7,113.9,1,1006,GAEMI,0
West Pacific,9/30/2012 6:00:00 PM,39.1,141,1,985,JELAWAT,55
West Pacific,9/30/2012 6:00:00 PM,16.4,147.7,1,1000,MALIKSI,0
West Pacific,9/30/2012 9:00:00 PM,40.6,143.1,1,985,JELAWAT,55
West Pacific,10/1/2012 12:00:00 AM,16.3,114.7,1,1008,GAEMI,0
West Pacific,10/1/2012 12:00:00 AM,41.9,144.4,1,990,JELAWAT,50
West Pacific,10/1/2012 12:00:00 AM,17.1,146.9,1,1002,MALIKSI,0
West Pacific,10/1/2012 3:00:00 AM,42.7,147.1,1,990,JELAWAT,50
West Pacific,10/1/2012 6:00:00 AM,17.1,115,1,1006,GAEMI,0
West Pacific,10/1/2012 6:00:00 AM,44,149,1,990,JELAWAT,45
West Pacific,10/1/2012 6:00:00 AM,17.9,146.2,1,998,MALIKSI,35
West Pacific,10/1/2012 12:00:00 PM,17.2,115,1,1002,GAEMI,35
West Pacific,10/1/2012 12:00:00 PM,46,155,1,992,JELAWAT,0
West Pacific,10/1/2012 12:00:00 PM,19.3,145.3,1,996,MALIKSI,40
West Pacific,10/1/2012 6:00:00 PM,16.9,115,1,1002,GAEMI,35
West Pacific,10/1/2012 6:00:00 PM,47.1,160.7,1,992,JELAWAT,0
West Pacific,10/1/2012 6:00:00 PM,19.5,144.2,1,994,MALIKSI,40
West Pacific,10/2/2012 12:00:00 AM,16.5,115.4,1,1004,GAEMI,35
West Pacific,10/2/2012 12:00:00 AM,47.8,165.7,1,984,JELAWAT,0
West Pacific,10/2/2012 12:00:00 AM,20.3,143.6,1,992,MALIKSI,40
West Pacific,10/2/2012 6:00:00 AM,16,115.8,1,1002,GAEMI,35
West Pacific,10/2/2012 6:00:00 AM,48,170.7,1,984,JELAWAT,0
West Pacific,10/2/2012 6:00:00 AM,20.9,142.6,1,992,MALIKSI,40
West Pacific,10/2/2012 12:00:00 PM,15.6,116.4,1,1000,GAEMI,35
West Pacific,10/2/2012 12:00:00 PM,48.2,175.5,1,982,JELAWAT,0
West Pacific,10/2/2012 12:00:00 PM,21.3,142.3,1,992,MALIKSI,40
West Pacific,10/2/2012 6:00:00 PM,15.4,116.8,1,996,GAEMI,40
West Pacific,10/2/2012 6:00:00 PM,48.6,179.8,1,982,JELAWAT,0
West Pacific,10/2/2012 6:00:00 PM,22.4,141.4,1,990,MALIKSI,45
West Pacific,10/3/2012 12:00:00 AM,15.4,117.2,1,992,GAEMI,45
West Pacific,10/3/2012 12:00:00 AM,24.5,140.9,1,985,MALIKSI,50
West Pacific,10/3/2012 3:00:00 AM,25.4,141,1,985,MALIKSI,50
West Pacific,10/3/2012 6:00:00 AM,15.3,117.7,1,990,GAEMI,50
West Pacific,10/3/2012 6:00:00 AM,26,141.6,1,985,MALIKSI,50
West Pacific,10/3/2012 9:00:00 AM,27.1,142,1,985,MALIKSI,50
West Pacific,10/3/2012 12:00:00 PM,15.3,118,1,990,GAEMI,50
West Pacific,10/3/2012 12:00:00 PM,28.4,142,1,985,MALIKSI,50
West Pacific,10/3/2012 6:00:00 PM,15.2,118.2,1,992,GAEMI,45
West Pacific,10/3/2012 6:00:00 PM,30.9,141.8,1,985,MALIKSI,50
West Pacific,10/4/2012 12:00:00 AM,15,118.3,1,992,GAEMI,45
West Pacific,10/4/2012 12:00:00 AM,34.1,144,1,985,MALIKSI,50
West Pacific,10/4/2012 6:00:00 AM,14.9,118.2,1,992,GAEMI,45
West Pacific,10/4/2012 6:00:00 AM,37,146,1,982,MALIKSI,0
West Pacific,10/4/2012 12:00:00 PM,14.6,118,1,994,GAEMI,40
West Pacific,10/4/2012 12:00:00 PM,40,149.5,1,976,MALIKSI,0
West Pacific,10/4/2012 6:00:00 PM,14.4,117.4,1,994,GAEMI,40
West Pacific,10/4/2012 6:00:00 PM,42.5,152.8,1,972,MALIKSI,0
West Pacific,10/5/2012 12:00:00 AM,14.5,116.6,1,994,GAEMI,40
West Pacific,10/5/2012 12:00:00 AM,43.8,155.2,1,968,MALIKSI,0
West Pacific,10/5/2012 12:00:00 AM,14.5,144.5,1,1006,PRAPIROON,0
West Pacific,10/5/2012 6:00:00 AM,14.6,115.8,1,996,GAEMI,35
West Pacific,10/5/2012 6:00:00 AM,44.9,157.1,1,964,MALIKSI,0
West Pacific,10/5/2012 6:00:00 AM,14.8,143.4,1,1006,PRAPIROON,0
West Pacific,10/5/2012 12:00:00 PM,14.4,114.6,1,998,GAEMI,35
West Pacific,10/5/2012 12:00:00 PM,45.9,159.2,1,960,MALIKSI,0
West Pacific,10/5/2012 12:00:00 PM,15.1,142.3,1,1006,PRAPIROON,0
West Pacific,10/5/2012 6:00:00 PM,13.9,113,1,998,GAEMI,35
West Pacific,10/5/2012 6:00:00 PM,45.8,162.2,1,960,MALIKSI,0
West Pacific,10/5/2012 6:00:00 PM,15.6,141.6,1,1006,PRAPIROON,0
West Pacific,10/6/2012 12:00:00 AM,13.2,111.5,1,998,GAEMI,35
West Pacific,10/6/2012 12:00:00 AM,45.7,167,1,968,MALIKSI,0
West Pacific,10/6/2012 12:00:00 AM,16.3,140.8,1,1006,PRAPIROON,0
West Pacific,10/6/2012 6:00:00 AM,13.1,110.2,1,1000,GAEMI,35
West Pacific,10/6/2012 6:00:00 AM,45.3,172.1,1,972,MALIKSI,0
West Pacific,10/6/2012 6:00:00 AM,16.9,140.4,1,1004,PRAPIROON,0
West Pacific,10/6/2012 12:00:00 PM,13.1,108.8,1,1004,GAEMI,0
West Pacific,10/6/2012 12:00:00 PM,45.1,177.3,1,976,MALIKSI,0
West Pacific,10/6/2012 12:00:00 PM,17.3,139.9,1,1004,PRAPIROON,0
West Pacific,10/6/2012 6:00:00 PM,13,107.6,1,1006,GAEMI,0
West Pacific,10/6/2012 6:00:00 PM,17.7,139.1,1,1002,PRAPIROON,0
West Pacific,10/7/2012 12:00:00 AM,12.6,106.2,1,1008,GAEMI,0
West Pacific,10/7/2012 12:00:00 AM,17.7,138.3,1,1002,PRAPIROON,0
West Pacific,10/7/2012 6:00:00 AM,12.6,105.2,1,1006,GAEMI,0
West Pacific,10/7/2012 6:00:00 AM,17.8,137.3,1,1002,PRAPIROON,0
West Pacific,10/7/2012 12:00:00 PM,12.9,104,1,1006,GAEMI,0
West Pacific,10/7/2012 12:00:00 PM,17.8,136.6,1,1000,PRAPIROON,35
West Pacific,10/7/2012 6:00:00 PM,17.8,136,1,994,PRAPIROON,40
West Pacific,10/8/2012 12:00:00 AM,17.9,135.5,1,985,PRAPIROON,50
West Pacific,10/8/2012 6:00:00 AM,18,135,1,980,PRAPIROON,55
West Pacific,10/8/2012 12:00:00 PM,18.4,133.9,1,980,PRAPIROON,55
West Pacific,10/8/2012 6:00:00 PM,18.1,133.3,1,970,PRAPIROON,65
West Pacific,10/9/2012 12:00:00 AM,17.7,132.5,1,970,PRAPIROON,65
West Pacific,10/9/2012 6:00:00 AM,17.6,132.1,1,970,PRAPIROON,65
West Pacific,10/9/2012 12:00:00 PM,18,132,1,965,PRAPIROON,65
West Pacific,10/9/2012 6:00:00 PM,18.2,131.7,1,960,PRAPIROON,70
West Pacific,10/10/2012 12:00:00 AM,18.3,130.9,1,960,PRAPIROON,70
West Pacific,10/10/2012 6:00:00 AM,18.6,130.4,1,950,PRAPIROON,80
West Pacific,10/10/2012 12:00:00 PM,18.6,130.1,1,950,PRAPIROON,80
West Pacific,10/10/2012 6:00:00 PM,18.9,129.5,1,950,PRAPIROON,80
West Pacific,10/11/2012 12:00:00 AM,19.1,129,1,950,PRAPIROON,80
West Pacific,10/11/2012 6:00:00 AM,19.5,128.6,1,950,PRAPIROON,80
West Pacific,10/11/2012 12:00:00 PM,19.5,128.4,1,940,PRAPIROON,90
West Pacific,10/11/2012 6:00:00 PM,19.5,128.4,1,940,PRAPIROON,90
West Pacific,10/12/2012 12:00:00 AM,19.6,128.5,1,940,PRAPIROON,90
West Pacific,10/12/2012 6:00:00 AM,19.9,128.9,1,940,PRAPIROON,90
West Pacific,10/12/2012 12:00:00 PM,20.1,129.3,1,940,PRAPIROON,90
West Pacific,10/12/2012 6:00:00 PM,16.1,147.2,1,1010,MARIA,0
West Pacific,10/12/2012 6:00:00 PM,20.4,129.6,1,950,PRAPIROON,80
West Pacific,10/13/2012 12:00:00 AM,16.2,146.8,1,1008,MARIA,0
West Pacific,10/13/2012 12:00:00 AM,20.7,129.8,1,950,PRAPIROON,80
West Pacific,10/13/2012 6:00:00 AM,16.3,146.1,1,1008,MARIA,0
West Pacific,10/13/2012 6:00:00 AM,21.1,129.9,1,955,PRAPIROON,75
West Pacific,10/13/2012 12:00:00 PM,16.5,145.5,1,1008,MARIA,0
West Pacific,10/13/2012 12:00:00 PM,21.4,129.8,1,955,PRAPIROON,75
West Pacific,10/13/2012 6:00:00 PM,16.9,145.2,1,1008,MARIA,0
West Pacific,10/13/2012 6:00:00 PM,21.5,130.4,1,955,PRAPIROON,75
West Pacific,10/14/2012 12:00:00 AM,17.4,144.6,1,1006,MARIA,0
West Pacific,10/14/2012 12:00:00 AM,22,130.8,1,955,PRAPIROON,75
West Pacific,10/14/2012 6:00:00 AM,17.5,143.7,1,1002,MARIA,35
West Pacific,10/14/2012 6:00:00 AM,22.4,130.9,1,955,PRAPIROON,75
West Pacific,10/14/2012 12:00:00 PM,17.9,143.1,1,998,MARIA,40
West Pacific,10/14/2012 12:00:00 PM,22.6,131.4,1,955,PRAPIROON,75
West Pacific,10/14/2012 6:00:00 PM,18.6,142.4,1,994,MARIA,45
West Pacific,10/14/2012 6:00:00 PM,22.8,131.4,1,960,PRAPIROON,70
West Pacific,10/15/2012 12:00:00 AM,19.3,141.7,1,990,MARIA,50
West Pacific,10/15/2012 12:00:00 AM,22.8,131.2,1,960,PRAPIROON,70
West Pacific,10/15/2012 6:00:00 AM,20.7,141.2,1,990,MARIA,50
West Pacific,10/15/2012 6:00:00 AM,22.6,131.2,1,960,PRAPIROON,70
West Pacific,10/15/2012 12:00:00 PM,22.7,141.1,1,990,MARIA,50
West Pacific,10/15/2012 12:00:00 PM,22.4,131.1,1,960,PRAPIROON,70
West Pacific,10/15/2012 6:00:00 PM,24.3,140.5,1,990,MARIA,50
West Pacific,10/15/2012 6:00:00 PM,22.3,130.5,1,965,PRAPIROON,65
West Pacific,10/16/2012 12:00:00 AM,25.4,140.7,1,994,MARIA,45
West Pacific,10/16/2012 12:00:00 AM,21.8,130.1,1,970,PRAPIROON,60
West Pacific,10/16/2012 6:00:00 AM,26.7,140.8,1,994,MARIA,45
West Pacific,10/16/2012 6:00:00 AM,21.4,129.5,1,970,PRAPIROON,60
West Pacific,10/16/2012 12:00:00 PM,27.4,141.1,1,996,MARIA,45
West Pacific,10/16/2012 12:00:00 PM,21.7,128.9,1,970,PRAPIROON,60
West Pacific,10/16/2012 6:00:00 PM,28.3,142.2,1,996,MARIA,45
West Pacific,10/16/2012 6:00:00 PM,22.5,128.6,1,975,PRAPIROON,55
West Pacific,10/17/2012 12:00:00 AM,28.8,143.5,1,996,MARIA,45
West Pacific,10/17/2012 12:00:00 AM,23.2,128.3,1,975,PRAPIROON,55
West Pacific,10/17/2012 6:00:00 AM,29.5,144.7,1,996,MARIA,45
West Pacific,10/17/2012 6:00:00 AM,24.2,128.7,1,980,PRAPIROON,55
West Pacific,10/17/2012 12:00:00 PM,30.1,146.4,1,996,MARIA,45
West Pacific,10/17/2012 12:00:00 PM,24.9,129.5,1,980,PRAPIROON,55
West Pacific,10/17/2012 3:00:00 PM,25.5,130,1,980,PRAPIROON,55
West Pacific,10/17/2012 6:00:00 PM,31,148.5,1,996,MARIA,45
West Pacific,10/17/2012 6:00:00 PM,25.9,130.5,1,980,PRAPIROON,55
West Pacific,10/17/2012 9:00:00 PM,26.6,131.1,1,980,PRAPIROON,55
West Pacific,10/18/2012 12:00:00 AM,31.4,150.5,1,996,MARIA,45
West Pacific,10/18/2012 12:00:00 AM,27.3,131.8,1,985,PRAPIROON,50
West Pacific,10/18/2012 3:00:00 AM,27.7,132.8,1,985,PRAPIROON,50
West Pacific,10/18/2012 6:00:00 AM,32,152.8,1,998,MARIA,45
West Pacific,10/18/2012 6:00:00 AM,28.5,134,1,990,PRAPIROON,50
West Pacific,10/18/2012 12:00:00 PM,31.9,154.9,1,1000,MARIA,40
West Pacific,10/18/2012 12:00:00 PM,30.2,136.4,1,990,PRAPIROON,50
West Pacific,10/18/2012 6:00:00 PM,31.7,156.2,1,1004,MARIA,35
West Pacific,10/18/2012 6:00:00 PM,31.3,139.3,1,990,PRAPIROON,50
West Pacific,10/19/2012 12:00:00 AM,31.5,157.4,1,1006,MARIA,0
West Pacific,10/19/2012 12:00:00 AM,32.5,142.5,1,994,PRAPIROON,50
West Pacific,10/19/2012 6:00:00 AM,31.2,158.6,1,1008,MARIA,0
West Pacific,10/19/2012 6:00:00 AM,32.7,145.9,1,994,PRAPIROON,50
West Pacific,10/19/2012 12:00:00 PM,31.2,159.6,1,1010,MARIA,0
West Pacific,10/19/2012 12:00:00 PM,34,149,1,998,PRAPIROON,0
West Pacific,10/19/2012 6:00:00 PM,31.7,160.4,1,1010,MARIA,0
West Pacific,10/19/2012 6:00:00 PM,33.1,151.9,1,1000,PRAPIROON,0
West Pacific,10/20/2012 12:00:00 AM,32.2,161.1,1,1010,MARIA,0
West Pacific,10/20/2012 12:00:00 AM,33.3,155.4,1,1004,PRAPIROON,0
West Pacific,10/20/2012 6:00:00 AM,33.4,157.9,1,1004,PRAPIROON,0
West Pacific,10/20/2012 12:00:00 PM,33.6,160,1,1004,PRAPIROON,0
West Pacific,10/20/2012 6:00:00 PM,33.6,162,1,1004,PRAPIROON,0
West Pacific,10/21/2012 12:00:00 AM,33.3,163.4,1,1004,PRAPIROON,0
West Pacific,10/21/2012 6:00:00 AM,33.3,164.6,1,1006,PRAPIROON,0
West Pacific,10/21/2012 12:00:00 PM,33.5,165.4,1,1004,PRAPIROON,0
West Pacific,10/21/2012 12:00:00 PM,6.4,135,1,1008,SON-TINH,0
West Pacific,10/21/2012 6:00:00 PM,35.2,167.4,1,1004,PRAPIROON,0
West Pacific,10/21/2012 6:00:00 PM,6.9,133.7,1,1004,SON-TINH,0
West Pacific,10/22/2012 12:00:00 AM,37.6,169.5,1,1004,PRAPIROON,0
West Pacific,10/22/2012 12:00:00 AM,7.4,133.4,1,1006,SON-TINH,0
West Pacific,10/22/2012 6:00:00 AM,41.3,172.6,1,1004,PRAPIROON,0
West Pacific,10/22/2012 6:00:00 AM,8,132.7,1,1004,SON-TINH,0
West Pacific,10/22/2012 12:00:00 PM,45.7,173.8,1,996,PRAPIROON,0
West Pacific,10/22/2012 12:00:00 PM,8.6,131.9,1,1004,SON-TINH,0
West Pacific,10/22/2012 6:00:00 PM,47.8,175.7,1,988,PRAPIROON,0
West Pacific,10/22/2012 6:00:00 PM,8.8,131,1,1004,SON-TINH,0
West Pacific,10/23/2012 12:00:00 AM,49.4,176.9,1,984,PRAPIROON,0
West Pacific,10/23/2012 12:00:00 AM,8.4,130,1,1004,SON-TINH,0
West Pacific,10/23/2012 6:00:00 AM,50.4,177.6,1,982,PRAPIROON,0
West Pacific,10/23/2012 6:00:00 AM,8,128.9,1,1000,SON-TINH,0
West Pacific,10/23/2012 12:00:00 PM,51,178.8,1,982,PRAPIROON,0
West Pacific,10/23/2012 12:00:00 PM,8.3,128.1,1,1000,SON-TINH,35
West Pacific,10/23/2012 6:00:00 PM,8.8,127.5,1,998,SON-TINH,35
West Pacific,10/24/2012 12:00:00 AM,10,126.3,1,998,SON-TINH,35
West Pacific,10/24/2012 6:00:00 AM,10.8,124.9,1,996,SON-TINH,35
West Pacific,10/24/2012 12:00:00 PM,11.4,123.9,1,998,SON-TINH,35
West Pacific,10/24/2012 6:00:00 PM,11.9,122.3,1,996,SON-TINH,40
West Pacific,10/25/2012 12:00:00 AM,12.8,120.9,1,998,SON-TINH,40
West Pacific,10/25/2012 6:00:00 AM,14,119.6,1,998,SON-TINH,40
West Pacific,10/25/2012 12:00:00 PM,14.4,117.6,1,998,SON-TINH,40
West Pacific,10/25/2012 6:00:00 PM,14.4,116.8,1,996,SON-TINH,40
West Pacific,10/26/2012 12:00:00 AM,14.6,115.6,1,990,SON-TINH,45
West Pacific,10/26/2012 6:00:00 AM,14.9,114.8,1,980,SON-TINH,55
West Pacific,10/26/2012 12:00:00 PM,15.5,113.6,1,980,SON-TINH,55
West Pacific,10/26/2012 6:00:00 PM,16.1,112.2,1,975,SON-TINH,60
West Pacific,10/27/2012 12:00:00 AM,16.5,111,1,975,SON-TINH,60
West Pacific,10/27/2012 6:00:00 AM,17,109.7,1,965,SON-TINH,70
West Pacific,10/27/2012 12:00:00 PM,17.5,108.9,1,945,SON-TINH,85
West Pacific,10/27/2012 6:00:00 PM,18.1,107.8,1,955,SON-TINH,80
West Pacific,10/28/2012 12:00:00 AM,18.4,107.5,1,965,SON-TINH,75
West Pacific,10/28/2012 6:00:00 AM,19.2,107.1,1,970,SON-TINH,70
West Pacific,10/28/2012 12:00:00 PM,19.8,106.7,1,980,SON-TINH,60
West Pacific,10/28/2012 6:00:00 PM,20.7,106.6,1,990,SON-TINH,45
West Pacific,10/29/2012 12:00:00 AM,21.3,107,1,1004,SON-TINH,35
West Pacific,10/29/2012 6:00:00 AM,21.5,107.1,1,1008,SON-TINH,0
West Pacific,10/29/2012 12:00:00 PM,21.8,107.6,1,1008,SON-TINH,0
West Pacific,11/25/2012 6:00:00 PM,3.4,156.9,1,1004,BOPHA,0
West Pacific,11/26/2012 12:00:00 AM,3.7,156.7,1,1008,BOPHA,0
West Pacific,11/26/2012 6:00:00 AM,3.9,156.6,1,1004,BOPHA,0
West Pacific,11/26/2012 12:00:00 PM,4,156.4,1,1006,BOPHA,0
West Pacific,11/26/2012 6:00:00 PM,4.1,156.3,1,1002,BOPHA,35
West Pacific,11/27/2012 12:00:00 AM,4.3,156.2,1,1004,BOPHA,35
West Pacific,11/27/2012 6:00:00 AM,4.4,155.8,1,1002,BOPHA,35
West Pacific,11/27/2012 12:00:00 PM,4.4,155.5,1,1002,BOPHA,35
West Pacific,11/27/2012 6:00:00 PM,4.6,155.1,1,998,BOPHA,40
West Pacific,11/28/2012 12:00:00 AM,4.7,154.3,1,998,BOPHA,40
West Pacific,11/28/2012 6:00:00 AM,4.8,153.1,1,998,BOPHA,40
West Pacific,11/28/2012 12:00:00 PM,4.6,151.7,1,998,BOPHA,40
West Pacific,11/28/2012 6:00:00 PM,4.2,150.8,1,994,BOPHA,45
West Pacific,11/29/2012 12:00:00 AM,4,150,1,994,BOPHA,45
West Pacific,11/29/2012 6:00:00 AM,3.8,149.2,1,994,BOPHA,45
West Pacific,11/29/2012 12:00:00 PM,3.4,148,1,994,BOPHA,45
West Pacific,11/29/2012 6:00:00 PM,3.4,147.1,1,994,BOPHA,45
West Pacific,11/30/2012 12:00:00 AM,3.6,146.3,1,990,BOPHA,50
West Pacific,11/30/2012 6:00:00 AM,3.9,145.3,1,980,BOPHA,60
West Pacific,11/30/2012 12:00:00 PM,4.2,144.2,1,970,BOPHA,65
West Pacific,11/30/2012 6:00:00 PM,4.4,142.9,1,965,BOPHA,75
West Pacific,12/1/2012 12:00:00 AM,4.7,142.1,1,945,BOPHA,90
West Pacific,12/1/2012 6:00:00 AM,5.1,141.1,1,945,BOPHA,90
West Pacific,12/1/2012 12:00:00 PM,5.4,140,1,945,BOPHA,90
West Pacific,12/1/2012 6:00:00 PM,5.8,138.8,1,940,BOPHA,95
West Pacific,12/2/2012 12:00:00 AM,6.2,137.7,1,935,BOPHA,100
West Pacific,12/2/2012 6:00:00 AM,6.4,136,1,935,BOPHA,100
